date;identifiant;longitude;latitude;altitude;duree;distance;vitesse;distance_cum
07/04/2020;1;7,265432746;43,7140133;77;612;15,59454954;9,356729726;1994,083975
07/04/2020;1;7,265429604;43,71383223;76,7;618;20,13568494;12,08141096;2014,21966
07/04/2020;1;7,265411138;43,71364806;76,5;624;20,53259782;12,31955869;2034,752258
07/04/2020;1;7,265441808;43,71344107;76,3;630;23,14786561;13,88871937;2057,900123
07/04/2020;1;7,265489044;43,71326478;76,1;636;19,96667848;11,98000709;2077,866802
07/04/2020;1;7,265518536;43,713076;76;642;21,1247571;12,67485426;2098,991559
07/04/2020;1;7,265535029;43,71281353;76;648;29,21540285;17,52924171;2128,206962
07/04/2020;1;7,265532724;43,71259567;76;654;24,22580653;14,53548392;2152,432768
07/04/2020;1;7,265507366;43,71240916;76;660;20,83889259;12,50333556;2173,271661
07/04/2020;1;7,265525397;43,7122248;76,1;666;20,55124457;12,33074674;2193,822905
07/04/2020;1;7,265598038;43,71203906;76,3;672;21,46272727;12,87763636;2215,285633
07/04/2020;1;7,265511475;43,71186484;76,5;678;20,58367155;12,35020293;2235,869304
07/04/2020;1;7,265329321;43,71172596;76,7;684;21,27969992;12,76781995;2257,149004
07/04/2020;1;7,265055308;43,71177261;77;690;22,62648944;13,57589366;2279,775493
07/04/2020;1;7,264808245;43,71177996;77,3;696;19,87460883;11,9247653;2299,650102
07/04/2020;1;7,264596579;43,71189168;77,7;702;21,06537037;12,63922222;2320,715473
07/04/2020;1;7,264432335;43,71201328;78,2;708;18,89713278;11,33827967;2339,612605
07/04/2020;1;7,264354132;43,71221501;78,6;714;23,29535024;13,97721014;2362,907956
07/04/2020;1;7,264274661;43,71238687;79,2;720;20,14910843;12,08946506;2383,057064
07/04/2020;1;7,264108587;43,71251272;79,8;726;19,33885848;11,60331509;2402,395923
07/04/2020;1;7,264001416;43,71265156;80,4;732;17,67887963;10,60732778;2420,074802
07/04/2020;1;7,263816019;43,71277525;81,1;738;20,27841076;12,16704646;2440,353213
07/04/2020;1;7,26367795;43,71290929;81,9;744;18,5818719;11,14912314;2458,935085
07/04/2020;1;7,263498438;43,71303722;82,7;750;20,26129226;12,15677536;2479,196377
07/04/2020;1;7,263288698;43,71317949;83,6;756;23,11786593;13,87071956;2502,314243
07/04/2020;1;7,263083269;43,71329786;84,5;762;21,11494205;12,66896523;2523,429185
07/04/2020;1;7,262967948;43,71346413;85,5;768;20,68151902;12,40891141;2544,110704
07/04/2020;1;7,26285669;43,71361749;86,5;774;19,25502231;11,55301339;2563,365726
07/04/2020;1;7,262773809;43,71381637;87,6;780;23,0960235;13,8576141;2586,46175
07/04/2020;1;7,262704015;43,71398812;88,6;786;19,90428952;11,94257371;2606,366039
07/04/2020;1;7,262688211;43,71414477;89,7;792;17,46499883;10,4789993;2623,831038
07/04/2020;1;7,262655241;43,71430358;90,8;798;17,85641853;10,71385112;2641,687457
07/04/2020;1;7,262607779;43,71453014;91,9;804;25,47947378;15,28768427;2667,166931
07/04/2020;1;7,262604451;43,71472526;93;810;21,69806412;13,01883847;2688,864995
07/04/2020;1;7,262629868;43,71491007;94;816;20,65099149;12,3905949;2709,515986
07/04/2020;1;7,262707759;43,71509417;95;822;21,40659403;12,84395642;2730,92258
07/04/2020;1;7,262762025;43,71526302;96;828;19,27537263;11,56522358;2750,197953
07/04/2020;1;7,262785463;43,7154065;96,9;834;16,06511707;9,639070242;2766,26307
07/04/2020;1;7,262723645;43,71550404;97,8;840;11,93016047;7,158096284;2778,19323
07/04/2020;1;7,262728226;43,71563207;98,7;846;14,24156044;8,544936265;2792,434791
07/04/2020;1;7,262820602;43,71587135;99,5;852;27,62339854;16,57403913;2820,058189
07/04/2020;1;7,262783121;43,71612387;100,3;858;28,24017954;16,94410773;2848,298369
07/04/2020;1;7,262718657;43,71628172;101,1;864;18,30061019;10,98036611;2866,598979
